ID,name,sort.name,Gender
7992,Avery Hopwood,"Hopwood, Avery",Male
7438,Frederick Carleton Chamberlin,"Chamberlin, Frederick Carleton",Male
6060,Ernest Dimnet,"Dimnet, Ernrest",Male
7046,Fred J. Ringel,"Ringel, Fred J.",Male
6113,Eden Paul,"Paul, Eden",Male
6484,Edward M. House / Colonel House,"House, Edward M.",Male
7108,Percy Lubbock,"Lubbock, Percy",Male
6258,"Cecil Street / Miles Burton, John Rhode (pseudonyms)","Street, Cecil",Male
7997,Ferris Greenslet,"Greenslet, Ferris",Male
6207,Walt Kelly,"Kelly, Walt",Male
1246,Gorham Munson,"Munson, Gorham",Male
7664,Dr. Louis Lewin,"Lewin, Louis",Male
7194,H. W. Freeman,"Freeman, H. W.",Male
7891,Edmond de Goncourt,"Goncourt, Edmond de",Male
6157,William Blake,"Blake, William",Male
7007,Nikolai Gogol / Николай Васильевич Гоголь,"Gogol, Nikolai",Male
5400,Thomas Hardy,"Hardy, Thomas",Male
5962,Thomas Mann,"Mann, Thomas",Male
340,Henri Michaux,"Michaux, Henri",Male
6167,Lord Dunsany / Edward John Moreton Drax Plunkett Dunsany,"Dunsany, Lord",Male
6246,August Strindberg,"Strindberg, August",Male
6479,Booth Tarkington,"Tarkington, Booth",Male
6771,Arnold Toynbee,"Toynbee, Arnold",Male
6177,Thomas Wolfe,"Wolfe, Thomas",Male
8234,Emanuel Carnevali,"Carnevali, Emanuel",Male
5403,C. L. R. James,"James, C. L. R.",Male
6488,Thomas Malory,"Malory, Thomas",Male
9806,Leigh Hunt,"Hunt, Leigh",Male
6221,Logan Pearsall Smith,"Smith, Logan Pearsall",Male
8049,Alexander Mikhailovich,"Mikhailovich, Alexander",Male
5998,William Austen-Leigh,"Austen-Leigh, William",Male
7879,Lion Feuchtwanger,"Feuchtwanger, Lion",Male
6971,Edward McCurdy,"McCurdy, Edward",Male
8120,C. A. Macartney,"Macartney, C. A.",Male
5816,Edmund Gosse,"Gosse, Edmund",Male
7713,Vyvyan Holland,"Holland, Vyvyan Beresford",Male
6870,Allardyce Nicoll,"Nicoll, Allardyce",Male
6786,"Dinsmoor, William Bell",William Bell Dinsmoor,Male
7229,Marmaduke William Pickthall,"Pickthall, Marmaduke William",Male
7187,Samuel Hopkins Adams,"Adams, Samuel Hopkins",Male
10338,George H. Cowling,"Cowling, George H.",Male
6289,Richard Washburn Child,"Child, Richard Washburn",Male
6148,Arthur Paterson,"Paterson, Arthur",Male
7290,R. A. Streatfeild,"Streatfeild, R. A.",Male
10348,Scofield Thayer,"Thayer, Scofield",Male
7263,A. P. Sinnett,"Sinnett, A. P.",Male
6774,Reginald Blomfield,"Blomfield, Reginald",Male
7494,William E. Woodward,"Woodward, William E.",Male
333,Leonard Merrick,"Merrick, Leonard",Male
9755,Elliot O'Donnell,"O'Donnell, Elliot",Male
7000,Heywood Broun,"Broun, Heywood Campbell",Male
10206,Warwick Goble,"Goble, Warwick",Male
6991,Alexander Teixeira de Mattos,"Teixeira de Mattos, Alexander",Male
8034,H. A. Manhood,"Manhood, H. A.",Male
6740,Denys Kilham Roberts,"Roberts, Denys Kilham",Male
7004,Frederick H. Koch,"Koch, Frederick H.",Male
5408,Denis Ireland,"Ireland, Denis",Male
7109,Leland Hall,"Hall, Leland",Male
7441,Edmund Gilligan,"Gilligan, Edmund",Male
10418,Jean Ballard,"Ballard, Jean",Male
5740,T. S. Eliot,"Eliot, T. S.",Male
6539,Benjamin Franklin,"Franklin, Benjamin",Male
5651,Franz Kafka,"Kafka, Franz",Male
10960,Klaus Mann,"Mann, Klaus",Male
6152,Edgar Wallace,"Wallace, Edgar",Male
7057,Israel Zangwill,"Zangwill, Israel",Male
6046,Thomas Babington Macaulay,"Macaulay, Thomas Babington",Male
7802,Gaetano Salvemini,"Salvemini, Gaetano",Male
6333,William James,"James, William",Male
10043,Sholem Asch,"Asch, Sholem",Male
7213,Benvenuto Cellini,"Cellini, Benvenuto",Male
7089,John Lehmann,"Lehmann, John",Male
7135,"F. E. Smith, 1st Earl of Birkenhead","Smith, F. E., Earl of Birkenhead",Male
8064,Frederick Morgan Padelford,"Padelford, Frederick Morgan",Male
5710,Parker Tyler,"Tyler, Parker",Male
9633,Hafez,Hafez,Male
6524,John Langdon-Davies,"Langdon-Davies, John",Male
7789,Claude Houghton,"Oldfield, Claude Houghton",Male
8145,Hervey Allen,"Allen, Hervey",Male
6620,Eden Phillpotts,"Phillpotts, Eden",Male
5994,John Eglinton,"Eglinton, John",Male
7387,Robert S. Allen,"Allen, Robert Sharon",Male
7489,H. De Vere Stacpoole,"Stacpoole, Henry de Vere",Male
6310,H. L. Davis,"Davis, H. L.",Male
6011,Alfred Kreymborg,"Kreymborg, Alfred",Male
6317,Buffalo Child Long Lance,Buffalo Child Long Lance,Male
6969,Louis Adamic,"Adamic, Louis",Male
5969,H. M. Tomlinson,"Tomlinson, H. M.",Male
10552,C. H. Douglas,"Douglas, C. H.",Male
7025,St. John G. Ervine,"Ervine, St. John G.",Male
7379,Henry Justin Smith,"Smith, Henry Justin",Male
6363,Alec Waugh,"Waugh, Alec",Male
7323,John Foster Kirk,"Kirk, John Foster",Male
5639,Henry Gray,"Gray, Henry",Male
8010,F. Van Wyck Mason,"Mason, F. Van Wyck",Male
5617,Charles Archer,"Archer, Charles",Male
6376,A. W. Verity,"Verity, A. W.",Male
7897,William Rose,"Rose, William",Male
7824,Joseph Walter Cove / Lewis Gibbs (pseudonym),"Gibbs, Lewis",Male
6735,Donald Henderson Clarke,"Clarke, Donald Henderson",Male
7458,Milward Kennedy,"Kennedy, Milward",Male
7659,James Whitall,"Whitall, James",Male
8387,George Herbert Clarke,"Clarke, George Herbert",Male
178,Ford Madox Ford,"Ford, Ford Madox",Male
8048,Earl Derr Biggers,"Biggers, Earl Derr",Male
6364,George Gissing,"Gissing, George Robert",Male
6118,Graham Greene,"Greene, Graham",Male
5433,Knut Hamsun,"Hamsun, Knut",Male
6793,Thomas Hobbes,"Hobbes, Thomas",Male
7881,Arthur Koestler,"Koestler, Arthur",Male
7300,Erich Kästner,"Kästner, Erich",Male
8127,Henry Miller,"Miller, Henry",Male
6103,John Francis Whelan / Seán O'Faoláin / Seán Ó Faoláin,"Ó Faoláin, Seán",Male
9640,Saikaku Ihara,"Ihara, Saikaku",Male
6400,Edward Fitzgerald,"Fitzgerald, Edward",Male
5424,George Santayana,"Santayana, George",Male
7422,Armand Louis de Gontaut Biron,"Biron, Armand Louis de Gontaut",Male
6355,Richard Doddridge Blackmore,"Blackmore, Richard Doddridge",Male
5815,Hilaire Belloc,"Belloc, Hilaire",Male
7832,Richard Hakluyt,"Hakluyt, Richard",Male
5990,Richard Jefferies,"Jefferies, Richard",Male
6090,F. O. Matthiessen,"Matthiessen, F. O.",Male
9809,Albert Lavignac,"Lavignac, Albert",Male
6998,John Strachey,"Strachey, John",Male
5976,Alan Seeger,"Seeger, Alan",Male
6781,James Lansdale Hodson,"Hodson, James Lansdale",Male
6013,Paul Rosenfeld,"Rosenfeld, Paul",Male
8121,William Bray,"Bray, William",Male
10485,Sidney Box,"Box, Sidney",Male
238,Stanislaus Joyce,"Joyce, Stanislaus",Male
2622,Myron Brinig,"Brinig, Myron",Male
6369,Phillip Guedalla,"Guedalla, Phillip",Male
8089,Harold Lawton Bruce,"Bruce, Harold Lawton",Male
6994,Everard Meynell,"Meynell, Everard",Male
10415,Edward K. Thompson,"Thompson, Edward K.",Male
7343,Barrett H. Clark,"Clark, Barrett H.",Male
6500,Henry A. Beers,"Beers, Henry A.",Male
6459,Thomas MacGreevy,"MacGreevy, Thomas",Male
7651,William Kirkpatrick Magee,"Magee, William Kirkpatrick",Male
8161,Belton Cobb,"Cobb, Belton",Male
6614,Edgar Allan Poe,"Poe, Edgar Allan",Male
10349,Mathias Vaerting,"Vaerting, Mathias",Male
6249,Edmund Snell,"Snell, Edmund",Male
6761,George Gibbs,"Gibbs, George",Male
6621,Charles S. Ricketts,"Ricketts, Charles S.",Male
9871,C. E. Eckersley,"Eckersley, C. E.",Male
7561,Gérard Hopkins,"Hopkins, Gérard",Male
7014,Raffaello Piccoli,"Piccoli, Raffaello",Male
7395,Alex Matson,"Matson, Alex",Male
10685,Stephen Garry,"Garry, Stephen",Male
7157,Stuart Oliver Henry,"Henry, Stuart Oliver",Male
8198,Saint Bede the Venerable,"Bede, the Venerable, Saint",Male
6903,R. B. Cunninghame Graham,"Cunninghame Graham, R. B.",Male
6943,Alfred Tennyson,"Tennyson, Alfred",Male
7939,Henri Bergson,"Bergson, Henri",Male
6641,Benedetto Croce,"Croce, Benedetto",Male
7677,Richard Ellmann,"Ellmann, Richard",Male
6093,Henry Fielding,"Fielding, Henry",Male
6729,Alexander Pope,"Pope, Alexander",Male
6563,Erich Remarque,"Remarque, Erich Maria",Male
6831,Laurence Sterne,"Sterne, Laurence",Male
6648,Paul Valéry,"Valéry, Paul",Male
6509,Robert Penn Warren,"Warren, Robert Penn",Male
6120,Edmund Wilson,"Wilson, Edmund",Male
5953,Arthur Symons,"Symons, Arthur",Male
7429,William Langland,"Langland, William",Male
5418,John Galsworthy,"Galsworthy, John",Male
7584,Wallace Stevens,"Stevens, Wallace",Male
7283,Robert Southey,"Southey, Robert",Male
10432,Gaston Gallimard,"Gallimard, Gaston",Male
6261,Carl Sandburg,"Sandburg, Carl",Male
6887,William Beebe,"Beebe, William",Male
6844,J. B. S. Haldane,"Haldane, J. B. S.",Male
7818,C. F. Tucker Brooke,"Brooke, C. F. Tucker",Male
8179,Augustus Jessopp,"Jessopp, Augustus",Male
8119,John Evelyn,"Evelyn, John",Male
7509,Barrett Wendell,"Wendell, Barrett",Male
10419,René Tavernier,"Tavernier, René",Male
5797,Ernest Fenollosa,"Fenollosa, Ernest",Male
6353,Anthony Trollope,"Trollope, Anthony",Male
8252,Clarence Day,"Day, Clarence",Male
7105,William Diapea,"Diapea, William",Male
6447,P. P. Howe,"Howe, P. P.",Male
9774,R. L. Duffus,"Duffus, R. L.",Male
756,Sisley Huddleston,"Huddleston, Sisley",Male
6842,R. E. C. Long,"Long, R. E. C.",Male
10480,F. H. Lyon,"Lyon, F. H.",Male
10459,Hubert Henderson,"Henderson, Hubert",Male
8268,Giles Romilly,"Romilly, Giles",Male
10305,Allan Ross Macdougall,"Macdougall, Allan Ross",Male
7604,Archibald J. Wolfe,"Wolfe, Archibald J.",Male
7892,Alys Hallard,"Hallard, Alys",Male
6125,William Frederic Worner,"Worner, William Frederic",Male
10044,Oskar Erdberg,"Erdberg, Oskar",Male
8264,Courtenay Ilbert,"Ilbert, Courtenay",Male
5703,W. N. P. Barbellion,"Barbellion, W. N. P.",Male
5411,J. M. Barrie,"Barrie, J. M.",Male
5517,James Boswell,"Boswell, James",Male
6989,John Dickson Carr / Carter Dickson (pseudonym),"Carr, John Dickson",Male
5991,Charles Lamb,"Lamb, Charles",Male
6690,Bronislaw Malinowski,"Malinowski, Bronislaw",Male
6268,Luigi Pirandello,"Pirandello, Luigi",Male
6288,Edwin Arlington Robinson,"Robinson, Edwin Arlington",Male
6360,Max Nordau,"Nordau, Max",Male
8108,Herman Landon,"Landon, Herman",Male
7694,R. M. Ballantyne,"Ballantyne, R. M.",Male
7074,Walter Duranty,"Duranty, Walter",Male
10383,Joseph Knight,"Knight, Joseph",Male
8192,Alfred Rayney Waller,"Waller, Alfred Rayney",Male
7116,Frederick Gard Fleay,"Fleay, Frederick Gard",Male
5625,Irving Babbitt,"Babbitt, Irving",Male
6094,Frank R. Stockton,"Stockton, Frank Richard",Male
8183,F. W. H. Myers,"Myers, F. W. H.",Male
7034,Dale Collins,"Collins, Dale",Male
5832,John S P Tatlock,"Tatlock, John S. P.",Male
6138,Herbert George Jenkins,"Jenkins, Herbert George",Male
6433,H. C. Engelbrecht,"Engelbrecht, H. C.",Male
10438,Bernard DeVoto,"DeVoto, Bernard",Male
8122,Herman George Scheffauer,"Scheffauer, Hermann George",Male
6777,Newman Flower,"Flower, Newman",Male
5620,Frank Budgen,"Budgen, Frank",Male
8040,Geoffrey Dunlop,"Dunlop, Geoffrey",Male
6153,Arthur Conan Doyle,"Doyle, Arthur Conan",Male
7877,Morton Dauwen Zabel,"Zabel, Morton Dauwen",Male
8061,Charles Madge,"Madge, Charles",Male
7537,Douglas Ainslie,"Ainslie, Douglas",Male
6673,Dal Stivens,"Stivens, Dal",Male
10219,J. B. Hoptner,"Hoptner, J. B.",Male
7102,Robert Crichton / Robert Forsythe (pseudonym),"Forsythe, Robert",Male
6924,Maurice Browne,"Browne, Maurice",Male
250,Pierre de Lanux,"de Lanux, Pierre",Male
6038,Charles Lutwidge Dodgson / Lewis Carroll,"Carroll, Lewis",Male
5778,John Buchan,"Buchan, John",Male
6196,Georges Duhamel,"Duhamel, Georges",Male
9850,Henry Robin Romilly Fedden,"Fedden, Henry Romilly",Male
5452,W. Somerset Maugham,"Maugham, W. Somerset",Male
6691,Otto Rank,"Rank, Otto",Male
5895,H. H. Asquith,"Asquith, H. H.",Male
7251,Robert Paltock,"Paltock, Robert",Male
6200,Yutang Lin,"Lin, Yutang",Male
6250,John Keats,"Keats, John",Male
5511,T. H. Huxley,"Huxley, Thomas Henry",Male
7265,Zoë (Girling) Zajdlerowa / Martin Hare (pseudonym),"Hare, Martin",Male
6705,Bonamy Dobrée,"Dobrée, Bonamy",Male
5612,Clive Bell,"Bell, Clive",Male
5431,John Ellerman / E. L. Black (pseudonym),"Black, E. L.",Male
10455,W. C. Handy,"Handy, W. C.",Male
6359,George Jean Nathan,"Nathan, George Jean",Male
7982,Walter Francis White,"White, Walter Francis",Male
7906,Denis Saurat,"Saurat, Denis",Male
7757,Moss Hart,"Hart, Moss",Male
6315,George A. Birmingham,"Birmingham, George A.",Male
6589,Augustine of Hippo,Augustine of Hippo,Male
5735,Laurence Vail,"Vail, Laurence",Male
10328,William Alfred Eddy,"Eddy, William Alfred",Male
7160,John Gunther,"Gunther, John",Male
9931,H. I. Woolf,"Woolf, H. I.",Male
7779,Edward Arber,"Arber, Edward",Male
141,Max Eastman,"Eastman, Max",Male
7510,Arthur Ransome,"Ransome, Arthur",Male
7047,John Forster,"Forster, John",Male
7099,David Lindsay,"Lindsay, David",Male
10323,Homer W. Smith,"Smith, Homer W.",Male
5670,William P. Trent,"Trent, William P.",Male
6251,Robert-Hugh Benson,"Benson, Robert-Hugh",Male
10264,Alan Bott,"Bott, Alan",Male
10431,Frank Crowninshield,"Crowninshield, Frank",Male
8255,Arthur Jerome Eddy,"Eddy, Arthur Jerome",Male
7247,Cortland Fitzsimmons,"Fitzsimmons, Cortland",Male
8137,Jack Kahane,"Kahane, Jack",Male
7279,Al Jennings,"Jennings, Al",Male
10450,Jacques Bainville,"Bainville, Jacques",Male
7364,"Hilary Aidan St. George Saunders / Francis Beeding, David Pilgrim (pseudonyms)","Saunders, Hilary Aidan St. George",Male
6723,William Godwin,"Godwin, William",Male
6232,Robert Graves,"Graves, Robert",Male
5575,Julien Green,"Green, Julien",Male
6429,Malcolm Lowry,"Lowry, Malcolm",Male
7589,Raymond Radiguet,"Radiguet, Raymond",Male
7655,Tobias Smollett,"Smollett, Tobias",Male
5440,Henry David Thoreau,"Thoreau, Henry David",Male
6308,Evelyn Waugh,"Waugh, Evelyn",Male
6551,John Dryden,"Dryden, John",Male
356,C. K. Ogden,"Ogden, C. K.",Male
7394,Aleksis Kivi,"Kivi, Aleksis",Male
7311,Wiliam Michael Rossetti,"Rossetti, William Michael",Male
6438,John Masefield,"Masefield, John",Male
10446,René Doumic,"Doumic, René",Male
5667,Robinson Jeffers,"Jeffers, Robinson",Male
7746,Dhan Gopal Mukerji,"Mukerji, Dhan Gopal",Male
6974,Victor Campbell,"Campbell, Victor",Male
6264,Thomas Percy,"Percy, Thomas, Bishop",Male
7139,John Reed,"Reed, John",Male
7564,James Blair Leishman,"Leishman, James Blair",Male
7361,Ernest de Sélincourt,"De Sélincourt, Ernest",Male
6965,Yoné Noguchi,"Noguchi, Yoné",Male
7270,Percy Simpson,"Simpson, Percy",Male
6522,Gilbert Murray,"Murray, Gilbert",Male
6846,Arthur Waley,"Waley, Arthur",Male
7376,J. E. Neale,"Neale, J. E.",Male
5893,Alexander Werth,"Werth, Alexander",Male
10308,T. E. Hulme,"Hulme, T. E.",Male
6947,Erskine Childers,"Childers, Erskine",Male
7993,Robert Forrest Wilson,"Wilson, Robert Forrest",Male
6414,Darrell Figgis,"Figgis, Darrell",Male
6391,W. D. Taylor,"Taylor, W. D.",Male
6697,Richard Harding Davis,"Davis, Richard Harding",Male
6352,Thomas Burke,"Burke, Thomas",Male
6950,Joseph Farington,"Farington, Joseph",Male
6030,James Elroy Flecker,"Flecker, James Elroy",Male
5840,R. Thurston Hopkins,"Hopkins, R. Thurston",Male
7138,Arthur Bingham Walkley,"Walkley, Arthur Bingham",Male
6973,George M. Gould,"Gould, George M.",Male
8242,Romilly Fedden,"Fedden, Romilly",Male
7385,Maxim Lieber,"Lieber, Maxim",Male
8257,"Philip Henry Kerr, 11th Marquis of Lothian","Kerr, P. H.",Male
9795,Nathan Asch,"Asch, Nathan",Male
10527,William Jovanovich,"Jovanovich, William",Male
5957,John Cournos,"Cournos, John",Male
5616,W. J. Alexander Worster,"Worster, W. J. Alexander",Male
8269,Esmond Romilly,"Romilly, Esmond",Male
6760,Lawrence Riley,"Riley, Lawrence",Male
6490,W. B. Trites,"Trites, W. B.",Male
7332,Isidor Schneider,"Schneider, Isidor",Male
76,Henry Church,"Church, Henry",Male
6722,Henrik Ibsen,"Ibsen, Henrik",Male
5803,John Bunyan,"Bunyan, John",Male
7029,Mahátma Gándhi,"Gándhi, Mahátma",Male
7945,Ivan Goncharov / Ива́н Алекса́ндрович Гончаро́в,"Goncharov, Ivan",Male
5610,Aldous Huxley,"Huxley, Aldous",Male
6192,J. B. Priestley,"Priestley, J. B.",Male
6918,Romain Rolland,"Rolland, Romain",Male
8003,Philip Sidney,"Sidney, Philip",Male
6452,L. H. Myers,"Myers, L. H.",Male
8209,Gerhart Hauptmann,"Hauptmann, Gerhart",Male
7538,Maurice Bouchor,"Bouchor, Maurice",Male
10030,William Wymark Jacobs,"Jacobs, William Wymark",Male
5730,Conrad Aiken,"Aiken, Conrad",Male
7808,A. L. Kroeber,"Kroeber, A. L.",Male
7990,W. Perrett,"Perrett, W.",Male
7976,Sidney Lee,"Lee, Sidney",Male
6767,John Burnet,"Burnet, John",Male
6772,Alfred Zimmern,"Zimmern, Alfred",Male
7179,Nicholas Udall,"Udall, Nicholas",Male
7858,Harry Graf Kessler,"Kessler, Harry Graf",Male
7988,George Herbert,"Herbert, George",Male
7291,Herbert Wildon Carr,"Carr, Herbert Wildon",Male
6226,Augustus Montague Summers,"Summers, Montague",Male
7859,Walter Béran Wolfe,"Wolfe, Walter Béran",Male
7200,Clifford Bax,"Bax, Clifford",Male
5963,A. P. Herbert,"Herbert, A. P.",Male
7648,P. W. Joyce,"Joyce, P. W.",Male
6079,Herbert Adams,"Adams, Herbert",Male
9756,John Gawsworth,"Gawsworth, John",Male
8099,Samuel Guy Endore,"Endore, S. Guy",Male
5930,F. W. Farrar,"Farrar, F. W.",Male
7362,Terence MacSwiney,"MacSwiney, Terence",Male
5887,J. C. Snaith,"Snaith, J. C.",Male
7895,Caradoc Evans,"Evans, Caradoc",Male
7076,Desmond Coke,"Coke, Desmond",Male
5726,W. B. Maxwell,"Maxwell, W. B.",Male
7439,Harry Golding,"Golding, Harry",Male
6959,Horace Brodzky,"Brodzky, Horace",Male
8232,Augustus Muir,"Muir, Augustus",Male
6704,Damon Runyon,"Runyon, Damon",Male
6445,Frederic Dannay / Ellery Queen (pseudonym),"Dannay, Frederic",Male
10944,Manfred B. Lee / Ellery Queen (pseudonym),"Lee, Manfred B.",Male
9981,Vincente Blasco Ibáñez,"Blasco Ibáñez, Vincente",Male
6395,John Collier,"Collier, John",Male
6122,John Donne,"Donne, John",Male
6449,Dashiell Hammett,"Hammett, Dashiell",Male
7658,Panait Istrati,"Istrati, Panait",Male
6028,John Ruskin,"Ruskin, John",Male
487,Jean Schlumberger,"Schlumberger, Jean",Male
7024,Dylan Thomas,"Thomas, Dylan",Male
5611,Joseph Conrad,"Conrad, Joseph",Male
7514,"Philip Stanhope, 4th Earl of Chesterfield","Stanhope, Philip, Earl of Chesterfield",Male
7747,Izaak Walton,"Walton, Izaak",Male
6420,Henry Adams,"Adams, Henry",Male
6709,Samuel Beckett,"Beckett, Samuel",Male
6635,Matthew Arnold,"Arnold, Matthew",Male
6513,Robert Bridges,"Bridges, Robert",Male
8080,Countee Cullen,"Cullen, Countee",Male
6556,J. R. Ackerley,"Ackerley, J. R.",Male
5813,Andreas Latzko,"Latzko, Andreas",Male
7520,Édouard Dujardin,"Dujardin, Édouard",Male
7365,I. A. Richards,"Richards, I. A.",Male
6416,Louis-Antoine Fauvelet Bourrienne,"Bourrienne, Louis-Antoine Fauvelet",Male
6107,David Garnett,"Garnett, David",Male
6890,John Lemprière,"Lemprière, John",Male
8025,John Jamieson,"Jamieson, John",Male
6654,Arthur de Gobineau,"de Gobineau, Arthur",Male
7683,Otto Jesperson,"Jesperson, Otto",Male
5659,W. H. Hudson,"Hudson, W. H.",Male
7504,Stephen Leacock,"Leacock, Stephen",Male
7198,Stephen Potter,"Potter, Stephen",Male
10555,Harold Orton,"Orton, Harold",Male
6711,Henry Festing Jones,"Jones, Henry Festing",Male
9819,Martin Hume,"Hume, Martin",Male
5509,Hector Hugh Munro / Saki,Saki,Male
7455,Edward Anderson,"Anderson, Edward",Male
8177,François Villon,"Villon, François",Male
6855,John Peale Bishop,"Bishop, John Peale",Male
8136,Joseph Kessel,"Kessel, Joseph",Male
6361,John Crowe Ransom,"Ransom, John Crowe",Male
2,Richard Aldington,"Aldington, Richard",Male
10518,Patrick Branwell Brontë,"Brontë, Patrick Branwell",Male
8038,Oliver Wendell Holmes,"Holmes, Oliver Wendell",Male
7601,George Rylands,"Rylands, George",Male
6033,Andrew Lang,"Lang, Andrew",Male
6005,Samuel Johnson,"Johnson, Samuel",Male
6206,Harold Monro,"Monro, Harold",Male
10055,Walter Bagehot,"Bagehot, Walter",Male
10407,George Jennison,"Jennison, George",Male
6007,Joseph Addison,"Addison, Joseph",Male
7463,Thomas Moult,"Moult, Thomas",Male
6730,Dmitry Sergeyevich Merezhkovsky / Dmitri Merejkowski / Дмитрий Сергеевич Мережковский,"Merezhkovsky, Dmitry",Male
7991,Will H. Dircks,"Dircks, Will. H",Male
5609,Compton Mackenzie,"Mackenzie, Compton",Male
6332,John Gould Fletcher,"Fletcher, John Gould",Male
5999,Richard Arthur Austen-Leigh,"Austen-Leigh, Richard Arthur",Male
6768,T. L. Heath,"Heath, T. L.",Male
8128,Lionel Trilling,"Trilling, Lionel",Male
10192,Ernest Barker,"Barker, Ernest",Male
10380,Oswald Garrison Villard,"Villard, Oswald Garrison",Male
10508,Joachim von Ribbentrop,"Ribbentrop, Joachim von",Male
6536,Charles Mills Gayley,"Gayley, Charles Mills",Male
7227,John P. Marquand,"Marquand, John P.",Male
6302,Robert P. Tristram Coffin,"Coffin, Robert P. Tristram",Male
7230,John Mackinnon Robertson,"Robertson, John Mackinnon",Male
7479,Felix Emmanuel Schelling,"Schelling, Felix Emmanuel",Male
7596,Joseph Henry Shorthouse,"Shorthouse, Joseph Henry",Male
6098,James Stevens,"Stevens, James",Male
7015,J. Jefferson Farjeon,"Farjeon, Joseph Jefferson",Male
6751,H. S. Salt,"Salt, Henry Stephens",Male
6594,Albert Einstein,"Einstein, Albert",Male
7092,Aristotle,Aristotle,Male
5956,Rudyard Kipling,"Kipling, Rudyard",Male
6584,A. G. Chater,"Chater, Arthur G.",Male
7464,Henry Seidel Canby,"Canby, Henry Seidel",Male
8071,Stuart David Engstrand,"Engstrand, Stuart David",Male
10367,A. R. S. Kennedy,"Kennedy, A. R. S.",Male
7539,Ben B. Lindsey,"Lindsey, Ben B.",Male
7038,Ronald Fraser,"Fraser, Ronald",Male
5607,Leonid Andreyev / Леонид Николаевич Андреев,"Andreyev, Leonid",Male
9930,Jacques Bacot,"Bacot, Jacques",Male
10054,John Dewey,"Dewey, John",Male
6812,Christopher Isherwood,"Isherwood, Christopher",Male
6913,Nikolai Leskov,"Leskov, Nikola Semyonovich",Male
7559,Maxence Van der Meersch,"Van der Meersch, Maxence",Male
6638,H. L. Mencken,"Mencken, H. L.",Male
6552,Roy Campbell,"Campbell, Roy",Male
6378,W. H. Davies,"Davies, W. H.",Male
6878,Thomas Heywood,"Heywood, Thomas",Male
7208,Ernst Erich Noth,"Noth, Ernst Erich",Male
6992,Henry Ford,"Ford, Henry",Male
6373,D. S. Mirsky / Дмитрий Петрович Святополк-Мирский,"Mirsky, D. S.",Male
6025,Charles Morgan,"Morgan, Charles",Male
6897,Francis Hackett,"Hackett, Francis",Male
6059,Henry Osborn Taylor,"Taylor, Henry Osborn",Male
7231,Alexandre de Tilly,"Tilly, Alexandre de",Male
7690,John Alexander Hammerton,"Hammerton, John Alexander",Male
7033,Bliss Perry,"Perry, Bliss",Male
6349,Victor L. Whitechurch,"Whitechurch, Victor L.",Male
6580,Wilbur Lucius Cross,"Cross, Wilbur L.",Male
10362,Jesse W. Weik,"Welk, Jesse W.",Male
6830,Hugh Walpole,"Walpole, Hugh",Male
5668,Ernest Bramah,"Bramah, Ernest",Male
6657,Francis Yeats-Brown,"Yeats-Brown, Francis",Male
6567,R. A. J. Walling,"Walling, R. A. J.",Male
6374,Alec Brown,"Brown, Alec",Male
6116,E. Phillips Oppenheim,"Oppenheim, E. Phillips",Male
8189,John A. Spender,"Spender, John A.",Male
6453,Ernest Weekley,"Weekley, Ernest",Male
7688,Grant Richards,"Richards, Grant",Male
5850,Warwick Deeping,"Deeping, Warwick",Male
8162,Joseph Gollomb,"Gollomb, Joseph",Male
7096,Robert Alexander Stewart Macalister,"Macalister, Robert Alexander Stewart",Male
6044,A. V. Vasilev / Александр Васильевич Васильев,"Vasilev, A. V.",Male
7226,Paul Jordan-Smith,"Jordan-Smith, Paul",Male
6383,Philip Gibbs,"Gibbs, Philip",Male
5606,Thomas Sigismund Stribling,"Stribling, Thomas Sigismund",Male
8069,Fred D. Pasley,"Pasley, Fred D.",Male
7798,J. C. Masterman,"Masterman, J. C.",Male
7241,Maxwell Bodenheim,"Bodenheim, Maxwell",Male
5716,John Freeman,"Freeman, John",Male
5671,Frank Aydelotte,"Aydelotte, Frank",Male
2065,Edwin Mims,"Mims, Edwin",Male
5506,Cornelius Vanderbilt,"Vanderbilt, Cornelius",Male
7186,Sydney Schiff / Stephen Hudson (pseudonym),"Hudson, Stephen",Male
6995,Aloysius Horn,"Horn, Alfred Aloysius",Male
10417,Lee Foster Hartman,"Hartman, Lee Foster",Male
6609,Vincent Sheean,"Sheean, Vincent",Male
8146,Gerald Bullett,"Bullett, Gerald William",Male
8212,Samuel Harvey Reynolds,"Reynolds, Samuel Harvey",Male
5439,Sydney Waterlow,"Waterlow, Sydney",Male
10191,Patrick MacGill,"MacGill, Patrick",Male
7591,C. B. Brackenbury,"Brackenbury, C. B.",Male
9970,Ossian,Ossian,Male
7027,Victor Fournel,"Fournel, Victor",Male
5559,E. O. James,"James, Edwin Oliver",Male
7009,William Collins,"Collins, William",Male
7637,Henry Hart,"Hart, Henry",Male
10166,H. S. Ede,"Ede, H. S.",Male
8073,Edward Streeter,"Streeter, Edward",Male
7269,C. H. Herford,"Herford, C. H.",Male
5430,James Stephens,"Stephens, James",Male
8022,James Currie,"Currie, James",Male
6320,Isaac Goldberg,"Goldberg, Isaac",Male
10434,Austin Harrison,"Harrison, Austin",Male
6015,Edwin Lanham,"Lanham, Edwin",Male
10460,Kingsley Martin,"Martin, Kingsley",Male
